"","﻿Tunning","Sample size","hyperparm","algorithm+score","Cases","","algoname","indtest","score","alpha","penalty","prior","config id","precision","recall","BSF","f1","shd","tp","fp","fn","tn","nEdgesGtPag","a","i","nEdgesPag","tp_undirect","tp_bidirect","tp_o_direct","f1_bde","f1_bic","f1_ll","f1_aic","shd_ll","kl_f1","kl_shd","mi_f1","mi2_f1","Dynamic tuning_F1","Dynamic tuning_SHD","BDeu tuning_F1","BDeu tuning_SHD","BIC tuning_F1","BIC tuning_SHD","Dynamic BDeu/AIC tuning_F1","Dynamic BDeu/AIC tuning_SHD","AIC tuning_F1","AIC tuning_SHD","MI tuning_F1","MI tuning_SHD","Best_config_F1","Best_config_SHD","Best_config_F1","Best_config_SHD"
"1911","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","14",14,"0.303351648",0.5375,0.2225,"0.387464709",10,4.3,6.3,3.7,13.7,8,8,20,14.3,0,0,0,"NA",-2270.244682,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","15",15,"0.293759158",0.5375,0.2025,"0.379536044",10.4,4.3,6.7,3.7,13.3,8,8,20,14.7,0,0,0,"NA",-2270.659635,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1913","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","16",16,"0.291011905",0.5375,0.1975,"0.377371542",10.5,4.3,6.8,3.7,13.2,8,8,20,14.8,0,0,0,"NA",-2270.849512,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","17",17,"0.285297619",0.5375,0.1825,"0.372496706",10.8,4.3,7.1,3.7,12.9,8,8,20,15.1,0,0,0,"NA",-2271.592345,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1915","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","18",18,"0.281130952",0.5375,0.1725,"0.368873518",11,4.3,7.3,3.7,12.7,8,8,20,15.3,0,0,0,"NA",-2271.481269,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1916","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","19",19,"0.279292717",0.5375,0.1625,"0.367206851",11.2,4.3,7.5,3.7,12.5,8,8,20,15.4,0,0,0,"NA",-2271.862733,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1917","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bdeu","none","none","20",20,"0.27554972",0.5375,0.1525,"0.363959157",11.4,4.3,7.7,3.7,12.3,8,8,20,15.6,0,0,0,"NA",-2272.693095,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1918","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","1","none",21,"0.261340743",0.45,0.135,"0.329819361",10.7,3.6,6.3,4.4,13.7,8,8,20,14,0,0,0,"NA",-2263.352306,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1919","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","2","none",22,"0.381919192",0.4875,0.3475,"0.427334021",6.9,3.9,2.8,4.1,17.2,8,8,20,10.3,0,0,0,"NA",-2257.34366,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1920","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","3","none",23,"0.417777778",0.4875,0.3975,"0.449346405",5.9,3.9,1.8,4.1,18.2,8,8,20,9.4,0,0,0,"NA",-2255.816382,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1921","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","4","none",24,"0.461111111",0.5,0.445,"0.479411765",5.1,4,1.1,4,18.9,8,8,20,8.7,0,0,0,"NA",-2255.12686,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1922","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","5","none",25,"0.472222222",0.5,0.45,"0.485294118",5,4,1,4,19,8,8,20,8.5,0,0,0,"NA",-2254.937613,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1923","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","6","none",26,"0.477777778",0.5,0.45,"0.488235294",5,4,1,4,19,8,8,20,8.4,0,0,0,"NA",-2254.913447,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1924","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","7","none",27,"0.483333333",0.5,0.45,"0.491176471",5,4,1,4,19,8,8,20,8.3,0,0,0,"NA",-2254.914212,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1925","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","8","none",28,"0.488888889",0.5,0.45,"0.494117647",5,4,1,4,19,8,8,20,8.2,0,0,0,"NA",-2254.93493,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1926","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","9","none",29,"0.488888889",0.5,0.45,"0.494117647",5,4,1,4,19,8,8,20,8.2,0,0,0,"NA",-2254.93493,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1927","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","10","none",30,"0.494444444",0.5,0.45,"0.497058824",5,4,1,4,19,8,8,20,8.1,0,0,0,"NA",-2254.950156,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1928","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","11","none",31,"0.488888889",0.5,0.445,"0.494117647",5.1,4,1.1,4,18.9,8,8,20,8.2,0,0,0,"NA",-2255.052949,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1929","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","12","none",32,"0.488888889",0.5,0.445,"0.494117647",5.1,4,1.1,4,18.9,8,8,20,8.2,0,0,0,"NA",-2255.052949,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1930","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","13","none",33,"0.488888889",0.5,0.445,"0.494117647",5.1,4,1.1,4,18.9,8,8,20,8.2,0,0,0,"NA",-2255.052949,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1931","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","14","none",34,"0.488888889",0.5,0.445,"0.494117647",5.1,4,1.1,4,18.9,8,8,20,8.2,0,0,0,"NA",-2255.052949,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1932","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","15","none",35,"0.494444444",0.5,0.445,"0.497058824",5.1,4,1.1,4,18.9,8,8,20,8.1,0,0,0,"NA",-2254.961022,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1933","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","16","none",36,"0.494444444",0.5,0.445,"0.497058824",5.1,4,1.1,4,18.9,8,8,20,8.1,0,0,0,"NA",-2254.961022,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1934","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","17","none",37,"0.494444444",0.5,0.445,"0.497058824",5.1,4,1.1,4,18.9,8,8,20,8.1,0,0,0,"NA",-2254.961022,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1935","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","18","none",38,"0.494444444",0.5,0.445,"0.497058824",5.1,4,1.1,4,18.9,8,8,20,8.1,0,0,0,"NA",-2254.961022,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1936","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","19","none",39,"0.4875",0.4875,0.4325,"0.4875",5.2,3.9,1.1,4.1,18.9,8,8,20,8,0,0,0,"NA",-2255.702485,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1937","SCORE_AIC",10000,NA,NA,"ASIA",NA,"hc","none","bic","none","20","none",40,"0.4875",0.4875,0.4325,"0.4875",5.2,3.9,1.1,4.1,18.9,8,8,20,8,0,0,0,"NA",-2255.702485,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1938","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","1",41,"0.937103175",0.875,0.87,"0.903284314",1.1,7,0.1,1,19.9,8,8,20,7.5,0,0,0,"NA",-2254.401836,"NA","NA","NA","NA","NA","NA","NA","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1939","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","2",42,"0.888095238",0.825,0.82,"0.853921569",1.5,6.6,0.1,1.4,19.9,8,8,20,7.5,0,0,0,"NA",-2254.401836,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1940","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","3",43,"0.91031746",0.85,0.845,"0.87745098",1.3,6.8,0.1,1.2,19.9,8,8,20,7.5,0,0,0,"NA",-2254.401836,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1941","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","4",44,"0.92281746",0.85,0.845,"0.883284314",1.3,6.8,0.1,1.2,19.9,8,8,20,7.4,0,0,0,"NA",-2254.402601,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1942","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","5",45,"0.921031746",0.85,0.845,"0.88245098",1.3,6.8,0.1,1.2,19.9,8,8,20,7.4,0,0,0,"NA",-2254.402601,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1943","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","6",46,"0.898809524",0.825,0.82,"0.858921569",1.5,6.6,0.1,1.4,19.9,8,8,20,7.4,0,0,0,"NA",-2254.402601,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1944","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","7",47,"0.911309524",0.825,0.82,"0.864754902",1.5,6.6,0.1,1.4,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1945","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","8",48,"0.911309524",0.825,0.82,"0.864754902",1.5,6.6,0.1,1.4,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1946","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","9",49,"0.925595238",0.8375,0.8325,"0.878088235",1.4,6.7,0.1,1.3,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1947","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","10",50,"0.925595238",0.8375,0.8325,"0.878088235",1.4,6.7,0.1,1.3,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1948","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","11",51,"0.925595238",0.8375,0.8325,"0.878088235",1.4,6.7,0.1,1.3,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1949","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","12",52,"0.939880952",0.85,0.845,"0.891421569",1.3,6.8,0.1,1.2,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","13",53,"0.939880952",0.85,0.845,"0.891421569",1.3,6.8,0.1,1.2,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","14",54,"0.939880952",0.85,0.845,"0.891421569",1.3,6.8,0.1,1.2,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","15",55,"0.939880952",0.85,0.845,"0.891421569",1.3,6.8,0.1,1.2,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","16",56,"0.939880952",0.85,0.845,"0.891421569",1.3,6.8,0.1,1.2,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","17",57,"0.939880952",0.85,0.845,"0.891421569",1.3,6.8,0.1,1.2,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","18",58,"0.939880952",0.85,0.845,"0.891421569",1.3,6.8,0.1,1.2,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","19",59,"0.939880952",0.85,0.845,"0.891421569",1.3,6.8,0.1,1.2,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mcmc","none","bdeu","none","none","20",60,"0.939880952",0.85,0.845,"0.891421569",1.3,6.8,0.1,1.2,19.9,8,8,20,7.3,0,0,0,"NA",-2254.423319,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958","SCORE_AIC",10000,NA,NA,"ASIA",NA,"pc","x2","none","0.05","none","none",61,"0.500297619",0.39375,0.35375,"0.439821429",5.125,3.15,0.8,4.85,19.2,8,8,20,6.5,0.525,0,0,"NA",-2463.925147,"NA","NA","NA","NA","NA","NA","NA","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1959","SCORE_AIC",10000,NA,NA,"ASIA",NA,"pc","x2","none","0.01","none","none",62,"0.585",0.4125,0.4075,"0.482967033",4,3.3,0.1,4.7,19.9,8,8,20,5.7,0.8,0,0,"NA",-2472.674034,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960","SCORE_AIC",10000,NA,NA,"ASIA",NA,"pc","x2","none","0.1","none","none",63,"0.44781746",0.36875,0.30375,"0.402934174",5.775,2.95,1.3,5.05,18.7,8,8,20,6.8,0.575,0,0,"NA",-2468.363344,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961","SCORE_AIC",10000,NA,NA,"ASIA",NA,"pc","mi","none","0.05","none","none",64,"0.49952381",0.375,0.335,"0.426739927",5.25,3,0.8,5,19.2,8,8,20,6.2,0.55,0,0,"NA",-2465.060845,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962","SCORE_AIC",10000,NA,NA,"ASIA",NA,"pc","mi","none","0.01","none","none",65,"0.641666667",0.4375,0.4325,"0.519230769",3.85,3.5,0.1,4.5,19.9,8,8,20,5.5,0.75,0,0,"NA",-2464.456078,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963","SCORE_AIC",10000,NA,NA,"ASIA",NA,"pc","mi","none","0.1","none","none",66,"0.472619048",0.36875,0.29875,"0.409817927",5.875,2.95,1.4,5.05,18.6,8,8,20,6.6,0.575,0,0,"NA",-2470.816288,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964","SCORE_AIC",10000,NA,NA,"ASIA",NA,"pc","mi-sh","none","0.05","none","none",67,"0.465535714",0.3625,0.3075,"0.406048535",5.7,2.9,1.1,5.1,18.9,8,8,20,6.5,0.5,0,0,"NA",-2465.802437,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965","SCORE_AIC",10000,NA,NA,"ASIA",NA,"pc","mi-sh","none","0.01","none","none",68,"0.638333333",0.44375,0.43875,"0.522527473",3.775,3.55,0.1,4.45,19.9,8,8,20,5.6,0.775,0,0,"NA",-2464.480243,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966","SCORE_AIC",10000,NA,NA,"ASIA",NA,"pc","mi-sh","none","0.1","none","none",69,"0.474107143",0.3625,0.3025,"0.407440476",5.65,2.9,1.2,5.1,18.8,8,8,20,6.4,0.65,0,0,"NA",-2470.281158,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","1",70,"0.348333333",0.2625,0.2325,"0.298626374",6.5,2.1,0.6,5.9,19.4,8,8,20,6.1,0,0,0,"NA",-2484.365696,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1968","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","2",71,"0.348333333",0.2625,0.2325,"0.298626374",6.5,2.1,0.6,5.9,19.4,8,8,20,6.1,0,0,0,"NA",-2484.365696,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","3",72,"0.365",0.275,0.245,"0.312912088",6.4,2.2,0.6,5.8,19.4,8,8,20,6.1,0,0,0,"NA",-2484.455476,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","4",73,"0.365",0.275,0.245,"0.312912088",6.4,2.2,0.6,5.8,19.4,8,8,20,6.1,0,0,0,"NA",-2484.455476,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","5",74,"0.331666667",0.25,0.215,"0.315934066",6.7,2,0.7,6,19.3,8,8,20,6.2,0,0,0,"NA",-2483.077271,"NA","NA","NA","NA","NA","NA","NA","0.057957682","-0.030769231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","6",75,"0.331666667",0.25,0.215,"0.315934066",6.7,2,0.7,6,19.3,8,8,20,6.2,0,0,0,"NA",-2483.077271,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","7",76,"0.331666667",0.25,0.215,"0.315934066",6.7,2,0.7,6,19.3,8,8,20,6.2,0,0,0,"NA",-2483.077271,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","8",77,"0.331666667",0.25,0.215,"0.315934066",6.7,2,0.7,6,19.3,8,8,20,6.2,0,0,0,"NA",-2483.077271,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","9",78,"0.331666667",0.25,0.215,"0.315934066",6.7,2,0.7,6,19.3,8,8,20,6.2,0,0,0,"NA",-2483.077271,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.05","none","10",79,"0.331666667",0.25,0.215,"0.315934066",6.7,2,0.7,6,19.3,8,8,20,6.2,0,0,0,"NA",-2483.077271,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","1",80,"0.37",0.2625,0.2575,"0.306593407",6,2.1,0.1,5.9,19.9,8,8,20,5.7,0,0,0,"NA",-2488.035133,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","2",81,"0.37",0.2625,0.2575,"0.306593407",6,2.1,0.1,5.9,19.9,8,8,20,5.7,0,0,0,"NA",-2488.035133,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","3",82,"0.37",0.2625,0.2575,"0.306593407",6,2.1,0.1,5.9,19.9,8,8,20,5.7,0,0,0,"NA",-2488.035133,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","4",83,"0.37",0.2625,0.2575,"0.306593407",6,2.1,0.1,5.9,19.9,8,8,20,5.7,0,0,0,"NA",-2488.035133,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","5",84,"0.37",0.2625,0.2575,"0.306593407",6,2.1,0.1,5.9,19.9,8,8,20,5.7,0,0,0,"NA",-2488.035133,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982","SCORE_AIC",10000,NA,NA,"ASIA",NA,"mmhc","x2","bdeu","0.01","none","6",85,"0.37",0.2625,0.2575,"0.306593407",6,2.1,0.1,5.9,19.9,8,8,20,5.7,0,0,0,"NA",-2488.035133,"NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
